drug_code,code_status,약품명,구분,성분명KR,성분명EN,복합단일,효능,제조판매사,총수량,제형,포장,첨가제,전문일반,마약구분,ATC번호,대분류,중분류,소분류,급여구분,보험코드,보험약가,통당단가,구입단가,전월재고,유효기한,보관방법,보관위치,입고일자,상태,비고
YCLD25/8,CODE,유크리드정250/80mg,경구제,티클로피딘염산염/은행엽건조엑스,Ticlopidine Hydrochloride/Ginkgo Biloba Leaf Dried Extract,복합제,,(주)유유제약,300,정제,병,"크로스카르멜로오스나트륨,시메티콘 유제,미결정셀룰로오스,히프로멜로오스2910,시트르산,산화티탄,황색산화철,콜로이드성이산화규소,스테아르산마그네슘,카르나우바납,탤크,옥수수전분,전분글리콜산나트륨,폴리에틸렌글리콜1500",전문의약품,일반,B01AC30,혈액 및 조혈기관,항혈전제,항혈전제,급여,644501280,,250200,834,378,2028-07-08,실온,,,사용,
UTNC,CODE,유타날캡슐,경구제,탐스로신염산염,Tamsulosin Hydrochloride,단일제,,국제약품(주),100,캡슐,병,"공캡슐,디에칠프탈레이트,에칠셀룰로오스,탈크,스테아린산마그네슘,프탈산히드록시프로필메칠셀룰로오스,슈가스피어스",전문의약품,일반,G04CA02,비뇨생식기계 및 성호르몬,비뇨기계 약물,양성 전립선비대증 치료제,급여,643701950,,54000,540,1679,2028-04-09,실온,,,사용,
UT16,CODE,유턴정16mg,경구제,베타히스틴염산염,Betahistine Hydrochloride,단일제,,명인제약(주),200,정제,병,"크로스카르멜로오스나트륨,미결정셀룰로오스,크로스포비돈,포비돈,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분",전문의약품,일반,N07CA01,신경계,기타 신경계 약물,항현훈제,급여,651904570,,9000,45,788,2027-05-27,실온/차광,,,사용,
UPVR,CODE,유피베린정,경구제,프로피베린염산염,Propiverine Hydrochloride,단일제,,(주)마더스제약,100,정제,병,"폴리에틸렌글리콜 6000,미결정셀룰로오스,히프로멜로오스,유당수화물,산화티탄,스테아르산마그네슘,카르나우바납,카르복시메틸셀룰로오스칼슘,탤크,옥수수전분",전문의약품,일반,G04BD06,비뇨생식기계 및 성호르몬,비뇨기계 약물,비뇨기계 약물,급여,622803180,,52300,523,300,2028-03-12,실온,,,사용,
MDKDX,CODE,유한덱사메타손정0.5mg,경구제,덱사메타손,Dexamethasone,단일제,,(주)유한양행,1000,정제,병,"유당수화물,스테아르산마그네슘,탤크,옥수수전분,농글리세린",전문의약품,일반,H02AB02,전신 호르몬제(성호르몬·인슐린 제외),전신 코르티코스테로이드,전신 코르티코스테로이드(단일),급여,642105040,,13000,13,516,2027-07-09,실온/차광,,,사용,
SMTTRXTYH,CODE,유한메토트렉세이트정2.5mg,경구제,확인필요,확인필요,단일제,,확인필요,100,정제,PTP,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,14200,142,0,,실온,,,중지,
,NOCODE,유한메트포르민서방정500mg,경구제,메트포르민염산염,Metformin Hydrochloride,단일제,,(주)유한양행,300,정제,병,"스테아르산,히프로멜로오스,메타규산알루민산마그네슘,탭쉴드노란색(11Y1018),포비돈,스테아르산마그네슘,탤크,히드록시프로필셀룰로오스",전문의약품,일반,A10BA02,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,,,0,0,0,,,,,중지,
YHMTFR85,CODE,유한메트포르민염산염정850mg,경구제,메트포르민염산염,Metformin Hydrochloride,단일제,,(주)유한양행,30,정제,병,"폴리에틸렌글리콜 6000,히프로멜로오스,코포비돈,스테아르산마그네슘,카르나우바납,카르복시메틸셀룰로오스칼슘,탤크,히드록시프로필셀룰로오스",전문의약품,일반,A10BA02,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,642105560,,3030,101,175,2027-10-15,실온,,,사용,
,NOCODE,유한짓정,경구제,확인필요,확인필요,단일제,,확인필요,1000,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,유한프레가발린서방정150mg,경구제,프레가발린,Pregabalin,단일제,,(주)유한양행,30,정제,병,"산화폴리에틸렌,미결정셀룰로오스,히프로멜로오스,크로스포비돈,글리세릴디베헤네이트,탭쉴드노란색(11Y1018),콜로이드성이산화규소,스테아르산마그네슘,히드록시프로필셀룰로오스",전문의약품,일반,N02BF02,신경계,진통제,해열·진통제(기타),급여,642106010,,0,0,0,,,,,중지,
,NOCODE,이달비정80mg,경구제,아질사르탄메독소밀칼륨,Potassium Azilsartan Medoxomil,단일제,,(주)셀트리온제약,28,정제,병,"수산화나트륨,푸마르산,미결정셀룰로오스,크로스카멜로오스나트륨,스테아르산마그네슘,만니톨,히드록시프로필셀룰로오스",전문의약품,일반,C09CA09,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,,,0,0,0,,,,,중지,
ABRX,CODE,이든암브록솔염산염정,경구제,암브록솔염산염,Ambroxol Hydrochloride,단일제,,(주)이든파마,1000,정제,병,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘",일반의약품,일반,R05CB06,호흡기계,진해거담제,거담제,급여,628900110,,59000,59,3286,2028-09-01,실온,,,사용,
,NOCODE,이리보정5μg,경구제,확인필요,확인필요,단일제,,확인필요,100,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
IMT,CODE,이모튼캡슐300mg,경구제,확인필요,확인필요,단일제,,확인필요,90,캡슐,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,33840,376,0,,,,,중지,
IMMUTHERA5,CODE,이무테라정,경구제,아자티오프린,Azathioprine,단일제,,(주)셀트리온제약,100,정제,병,"유당수화물,포비돈,스테아르산마그네슘,전호화전분,전분글리콜산나트륨",전문의약품,일반,L04AX01,항종양제 및 면역조절제,면역억제제,면역억제제,급여,,,33700,337,0,,실온,,,중지,
IBDR150,CODE,이반드렌정150mg,경구제,이반드론산나트륨일수화물,Ibandronate Sodium Monohydrate,단일제,,(주)테라젠이텍스,1,정제,PTP,"푸마르산스테아릴나트륨,오파드라이ambII 88A640046핑크,크로스포비돈,포비돈,경질무수규산,탭쉴드흰색(11W240),셀락토오스80",전문의약품,일반,M05BA06,근골격계,골질환 치료제,골구조·석회화 영향 약물,급여,698502260,,19302,19302,4,2028-04-01,실온,,,사용,
IBR,CODE,이베라정150mg,경구제,이르베사르탄,Irbesartan,단일제,,신풍제약(주),100,정제,병,"마크로골15히드록시스테아레이트,오파드라이II흰색(85F18422),미결정셀룰로오스,유당수화물,크로스카멜로오스나트륨,스테아르산마그네슘,히드록시프로필셀룰로오스",전문의약품,일반,C09CA04,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,,,0,0,0,,,,,중지,
SIRBETE15,CODE,이베텔정,경구제,이르베사르탄,Irbesartan,단일제,,주식회사제뉴원사이언스,30,정제,병,"저치환도히드록시프로필셀룰로오스,크로스포비돈,폴리에틸렌글리콜6000,유당수화물,오파드라이흰색(03B28796),포비돈,콜로이드성이산화규소,스테아르산마그네슘",전문의약품,일반,C09CA04,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,671702130,,12450,415,231,2028-04-24,실온,,,사용,
ISOT,CODE,이소탄정,경구제,토피소팜,Tofisopam,단일제,,한림제약(주),500,정제,병,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분",전문의약품,일반,N05BA23,신경계,정신신경용제,항불안제,급여,645301380,,35000,70,378,2028-11-23,실온,,,사용,
EZETROL1,CODE,이지트롤정,경구제,에제티미브,Ezetimibe,단일제,,한국오가논(주),30,정제,PTP,"라우릴황산나트륨,미결정셀룰로오스,유당수화물,크로스카멜로오스나트륨,포비돈K29/32,스테아린산마그네슘",전문의약품,일반,C10AX09,심혈관계,지질조절제,지질저하제(단일),급여,073100020,,22110,737,399,2028-04-24,실온/차광,,,사용,
ICS300,CODE,이코사연질캡슐300mg,경구제,이코사펜트산에틸,Ethyl Icosapentate,단일제,,대웅바이오(주),60,캡슐,병,"젤라틴,농글리세린",전문의약품,일반,C10AX06,심혈관계,지질조절제,지질저하제(단일),급여,,,0,0,0,,,,,중지,
RSVSTT10,CODE,이텍스로수바스타틴칼슘정10mg,경구제,로수바스타틴칼슘(미분화),Rosuvastatin Calcium Micronized,단일제,,(주)테라젠이텍스,30,정제,병,"무수인산수소칼슘,미결정셀룰로오스,크로스포비돈,유당수화물,스테아르산마그네슘,오파드라이 분홍색(03B44038)",전문의약품,일반,C10AA07,심혈관계,지질조절제,지질저하제(단일),급여,,,0,0,0,,,,,중지,
ETXRSV20,CODE,이텍스로수바스타틴칼슘정20mg,경구제,로수바스타틴칼슘(미분화),Rosuvastatin Calcium Micronized,단일제,,(주)테라젠이텍스,30,정제,병,"무수인산수소칼슘,미결정셀룰로오스,크로스포비돈,유당수화물,스테아르산마그네슘,오파드라이분홍색(03B44038)",전문의약품,일반,C10AA07,심혈관계,지질조절제,지질저하제(단일),급여,,,0,0,0,,,,,중지,
ETEX5,CODE,이텍스로수바스타틴칼슘정5mg,경구제,로수바스타틴칼슘(미분화),Rosuvastatin Calcium Micronized,단일제,,(주)테라젠이텍스,30,정제,병,"무수인산수소칼슘,미결정셀룰로오스,크로스포비돈,유당수화물,스테아르산마그네슘,오파드라이노란색(03B42016)",전문의약품,일반,C10AA07,심혈관계,지질조절제,지질저하제(단일),급여,,,0,0,0,,,,,중지,
,NOCODE,이텍스아스피린장용정100mg,경구제,아스피린,Aspirin,단일제,,(주)테라젠이텍스,30,정제,병,"미결정셀룰로오스102,스테아르산,탭쉴드흰색(39W261),탭쉴드흰색(93W280),전호화전분,경질무수규산,탤크,히드록시프로필셀룰로오스",일반의약품,일반,B01AC06,혈액 및 조혈기관,항혈전제,항혈전제,급여,,,0,0,0,,,,,중지,
ITRA1,CODE,이트라정100mg,경구제,이트라코나졸,Itraconazole,단일제,,한미약품(주),30,정제,병,"크로스카르멜로오스나트륨,폴리소르베이트80,히프로멜로오스,자당스테아르산에스테르,인산,크로스포비돈,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,콜로이드성이산화규소,루디프레스,규산알루민산마그네슘",전문의약품,일반,J02AC02,전신 작용 항감염제,전신 작용 항진균제,전신 항진균제,급여,643502200,,34320,1144,60,2027-04-20,실온/차광,,,사용,
ITIMIN,CODE,이티민정80mg,경구제,은행엽건조엑스,Ginkgo Biloba Leaf Dried Extract,단일제,,(주)이든파마,500,정제,병,경질무수규산/미결정셀룰로오스/스테아르산마그네슘,일반의약품,일반,N06DX02,신경계,정신활성제,치매 치료제,급여,628901380,,92500,185,1958,2028-12-09,실온,,,사용,
IPRAM,CODE,이프람정10mg,경구제,에스시탈로프람옥살산염,Escitalopram Oxalate,단일제,,(주)이든파마,100,정제,병,"미결정셀룰로오스,크로스포비돈,오파드라이II흰색(85G68914),유당수화물,스테아르산마그네슘,히드록시프로필셀룰로오스",전문의약품,일반,N06AB10,신경계,정신활성제,항우울제,급여,628901560,,53000,530,1002,2028-05-26,실온,,,사용,
IPRAM5,CODE,이프람정5mg,경구제,에스시탈로프람옥살산염,Escitalopram Oxalate,단일제,,(주)이든파마,100,정제,병,"미결정셀룰로오스,크로스포비돈,오파드라이II흰색(85G68914),유당수화물,스테아르산마그네슘,히드록시프로필셀룰로오스",전문의약품,일반,N06AB10,신경계,정신활성제,항우울제,급여,628901550,,35400,354,1071,2028-07-01,실온/차광,,,사용,
INDN1,CODE,인데놀정10mg,경구제,프로프라놀롤염산염,Propranolol Hydrochloride,단일제,,동광제약(주),1000,정제,병,"유당수화물,포비돈,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분",전문의약품,일반,C07AA05,심혈관계,베타차단제,베타차단제,급여,645902470,,15000,15,1014,2027-05-24,실온,,,사용,
INDN4,CODE,인데놀정40mg,경구제,프로프라놀롤염산염,Propranolol Hydrochloride,단일제,,동광제약(주),1000,정제,병,"유당수화물,포비돈,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분",전문의약품,일반,C07AA05,심혈관계,베타차단제,베타차단제,급여,645902480,,32000,32,807,2029-10-20,실온/차광,,,사용,
SIVGER3,CODE,인베가서방정3mg,경구제,팔리페리돈,Paliperidone,단일제,,(주)한국얀센,30,정제,병,"산화폴리에틸렌,스테아르산,부틸히드록시톨루엔,히드록시에틸 셀룰로오스,염화나트륨,황색산화철,폴리에틸렌글리콜,포비돈,셀룰로오스아세테이트,백색코팅제,카르나우바납,적색산화철,수용성 흑색잉크",전문의약품,일반,N05AX13,신경계,정신신경용제,항정신병제,급여,646902290,,34290,1143,26,2027-08-20,실온,,2026-05-22,사용,"밀폐용기, 15-30℃, 수분을 피해 보관"
ISDT,CODE,인사돌정,경구제,옥수수불검화정량추출물,Titrated Extract of Zea Mays L. Unsaponifiable Fraction,단일제,,동국제약(주),100,정제,PTP,미결정셀룰로오스/스테아르산마그네슘/아크릴이즈 MP 흰색 93O18508,일반의약품,일반,A01A,소화관 및 대사,구강 질환 치료제,구강 질환 치료제,급여,653400850,,29000,290,470,2028-03-10,실온,,,사용,
IDOULGUTC,CODE,일동울굿캡슐,경구제,베넥세이트염산염베타덱스,Benexate Hydrochloride Betadex,단일제,,일동제약(주),300,캡슐,병,"스테아르산,함수이산화규소,결정셀룰로오스,무수유당,백색캡슐",전문의약품,일반,A02X,소화관 및 대사,위산 관련 질환 치료제,기타 산 관련 질환 치료제,급여,,,37800,126,0,,실온,,,중지,
DXUIS,CODE,일성독시움정,경구제,도베실산칼슘수화물,Dobesilate Calcium Hydrate,단일제,,일성아이에스(주),90,정제,병,"피로아황산나트륨,포비돈K30,유당수화물,시트르산,스테아르산마그네슘,옥수수전분",전문의약품,일반,C05BX01,심혈관계,혈관보호제,항정맥류 치료제,급여,,,16470,183,0,,실온,,,중지,
ISOP80,CODE,일성이솦틴정80mg,경구제,베라파밀염산염,Verapamil Hydrochloride,단일제,,일성아이에스(주),30,정제,병,"크로스카르멜로오스나트륨,미결정셀룰로오스,스테아르산마그네슘,인산수소칼슘수화물,경질무수규산,탭쉴드흰색(19W078)",전문의약품,일반,C08DA01,심혈관계,칼슘채널차단제,선택적 칼슘채널차단제(심장계),급여,655401580,,4650,155,462,2029-11-27,실온,,,사용,
JUMT5/5,CODE,자누메트서방정50/500mg,경구제,확인필요,확인필요,단일제,,확인필요,,,,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,,0,0,,,,,중지,
JUVI,CODE,자누비아정100mg,경구제,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate,단일제,,(주)종근당,28,정제,PTP,"푸마르산스테아릴나트륨,오파드라이 II 베이지,미결정셀룰로오스,스테아르산마그네슘,크로스카멜로오스나트륨,인산수소칼슘수화물",전문의약품,일반,A10BH01,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,,,0,0,0,,,,,중지,
JNST500,CODE,자누스틴메트정50/500mg,경구제,시타글립틴염산염수화물/메트포르민염산염,Sitagliptin Hydrochloride Hydrate/Metformin Hydrochloride,복합제,,(주)경보제약,100,정제,병,"라우릴황산나트륨,미결정셀룰로오스,포비돈,스테아릴푸마르산나트륨,탭쉴드주황색(11O131)",전문의약품,일반,A10BD07,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,665003250,,37100,371,200,2027-12-02,실온,,,사용,
JANUST100,CODE,자누스틴정100mg,경구제,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,단일제,,(주)경보제약,30,정제,병,"무수인산수소칼슘,라우릴황산나트륨,저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,포비돈,크로스카멜로오스나트륨,스테아르산마그네슘,탭쉴드노란색(21Y132),스테아릴푸마르산나트륨",전문의약품,일반,A10BH01,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,665003190,,13590,453,413.25,2027-04-18,실온,,,사용,
,NOCODE,자니딥정/24.02.16,경구제,확인필요,확인필요,단일제,,확인필요,500,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
ZNDP10,CODE,자니딥정10mg,경구제,레르카니디핀염산염,Lercanidipine Hydrochloride,단일제,,(주)엘지화학,500,정제,병,"오파드라이노란색(OY-S-6497),미결정셀룰로오스,유당수화물,포비돈,스테아르산마그네슘,전분글리콜산나트륨",전문의약품,일반,C08CA13,심혈관계,칼슘채널차단제,선택적 칼슘채널차단제(혈관계),급여,668900990,,181500,363,497,2027-12-12,실온,,,사용,
SJARDIAN1,CODE,자디앙정10mg,경구제,엠파글리플로진,Empagliflozin,단일제,,한국베링거인겔하임(주),30,정제,PTP,"미결정셀룰로오스,유당수화물,크로스카멜로오스나트륨,콜로이드성이산화규소,스테아르산마그네슘,오파드라이노란색(02B38190),히드록시프로필셀룰로오스",전문의약품,일반,A10BK03,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,,,17460,582,0,,,,,중지,
JADT25,CODE,자디앙정25mg,경구제,엠파글리플로진,Empagliflozin,단일제,,한국베링거인겔하임(주),30,정제,PTP,"미결정셀룰로오스,유당수화물,크로스카멜로오스나트륨,콜로이드성이산화규소,스테아르산마그네슘,오파드라이노란색(02B38190),히드록시프로필셀룰로오스",전문의약품,일반,A10BK03,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,,,22860,762,0,,,,,중지,
XRT15,CODE,자렐토정15mg,경구제,리바록사반(미분화),Rivaroxaban Micronized,단일제,,바이엘코리아(주),100,정제,병,"히프로멜로오스 5cP,라우릴황산나트륨,미결정셀룰로오스,유당수화물,산화제이철(적색),크로스카멜로오스나트륨,스테아르산마그네슘,히프로멜로오스15cP,이산화티탄,마크로골3350",전문의약품,일반,B01AF01,혈액 및 조혈기관,항혈전제,항혈전제,급여,,,131100,1311,0,,실온/차광,,,중지,
XRT2,CODE,자렐토정20mg,경구제,리바록사반(미분화),Rivaroxaban Micronized,단일제,,바이엘코리아(주),100,정제,병,"히프로멜로오스 5cP,라우릴황산나트륨,미결정셀룰로오스,유당수화물,산화제이철(적색),크로스카멜로오스나트륨,스테아르산마그네슘,히프로멜로오스15cP,이산화티탄,마크로골3350",전문의약품,일반,B01AF01,혈액 및 조혈기관,항혈전제,항혈전제,급여,,,131100,1311,0,,실온/차광,,,중지,
ZYLR,CODE,자이로릭정,경구제,알로푸리놀,Allopurinol,단일제,,삼일제약(주),100,정제,병,"유당수화물,포비돈,스테아르산마그네슘,옥수수전분",전문의약품,일반,M04AA01,근골격계,통풍 치료제,통풍 치료제,급여,643901390,,7200,72,301,2027-04-15,실온,,,사용,
GNOCDSRT8,CODE,제뉴원칸데사르탄정8mg,경구제,칸데사르탄실렉세틸,Candesartan Cilexetil,단일제,,주식회사제뉴원사이언스,30,정제,병,스테아르산마그네슘/옥수수전분/유당수화물,전문의약품,일반,C09CA06,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,671707180,,12450,415,120,2027-05-07,실온,,,사용,
ZEMIGLO,CODE,제미글로정50mg,경구제,제미글립틴타르타르산염1.5수화물,Gemigliptin Tartrate Sesquihydrate,단일제,,(주)엘지화학,56,정제,병,"미결정셀룰로오스102,푸마르산스테아릴나트륨,크로스카멜로오스나트륨,미결정셀룰로오스101,오파드라이 II 주황색 85F43172",전문의약품,일반,A10BH06,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,668902170,,41888,748,211,2029-10-29,실온/차광,,,사용,
JRHYDRO10,CODE,제이알히드로코르티손정10mg,경구제,확인필요,확인필요,단일제,,확인필요,30,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,3330,111,0,,실온,,,중지,
ZOYLEX20,CODE,조이렉스정,경구제,확인필요,확인필요,단일제,,확인필요,100,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,55700,557,0,,실온,,,중지,
,NOCODE,조피린장용정,경구제,설파살라진,Sulfasalazine,단일제,,한림제약(주),300,정제,병,"프로필렌글리콜,적색3호,포비돈K30,셀라세페이트,폴리에틸렌글리콜20000,황색5호,크로스포비돈,소르비탄모노스테아레이트60,스테아르산마그네슘,경질무수규산,탤크,황색203호,옥수수전분,청색1호",전문의약품,일반,A07EC01,소화관 및 대사,지사제·장내 항염/항감염제,장내 항염증제,급여,,,0,0,0,,,,,중지,
ZOLM,CODE,졸민정0.125mg,경구제,트리아졸람,Triazolam,단일제,,명인제약(주),200,정제,병,"유당수화물,스테아르산마그네슘,탤크,적색40호,옥수수전분,전분글리콜산나트륨,청색1호",전문의약품,향정,N05CD05,신경계,정신신경용제,수면진정제,급여,651901770,,14000,70,575.75,2027-11-24,실온,,,사용,
ZPD,CODE,졸피드정10mg,경구제,졸피뎀타르타르산염,Zolpidem Tartrate,단일제,,한미약품(주),28,정제,병,"미결정셀룰로오스,히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,콜로이드성이산화규소,포비돈,전분글리콜산나트륨,옥수수전분",전문의약품,향정,N05CF02,신경계,정신신경용제,수면진정제,급여,643502320,,4872,174,227,2028-09-29,실온,,,사용,
,NOCODE,지스로맥스정250mg,경구제,아지트로마이신수화물,Azithromycin Hydrate,단일제,,한국화이자제약(주),30,정제,병,"무수인산수소칼슘,라우릴황산나트륨,크로스카멜로스나트륨,스테아르산마그네슘,젤라틴화전분,오파드라이흰색(Y-30-18037G)",전문의약품,일반,J01FA10,전신 작용 항감염제,전신 작용 항균제(항생제),마크로라이드·린코사마이드,급여,,,0,0,0,,,,,중지,
GNXT80,CODE,진넥신정80mg,경구제,확인필요,확인필요,단일제,,확인필요,30,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
,NOCODE,진코멕신정120mg,경구제,확인필요,확인필요,단일제,,확인필요,300,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,0,0,0,,,,,중지,
THOSTHR,CODE,치오스타에이치알정600mg,경구제,확인필요,확인필요,단일제,,확인필요,30,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,,19950,665,0,,실온,,,중지,
KANARB,CODE,카나브정120mg,경구제,피마사르탄칼륨삼수화물,Fimasartan Potassium Trihydrate,단일제,,(주)보령,30,정제,병,"크로스카르멜로오스나트륨,미결정셀룰로오스,오파드라이 주황색(03B63253),유당수화물,스테아르산마그네슘,카르나우바납,히드록시프로필셀룰로오스",전문의약품,일반,C09CA10,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,641905460,,22710,757,94,2027-05-19,실온/차광,,,사용,
KNRB6,CODE,카나브정60mg,경구제,피마사르탄칼륨삼수화물,Fimasartan Potassium Trihydrate,단일제,,(주)보령,30,정제,병,"크로스카르멜로오스나트륨,오파드라이 노란색(03B62599),미결정셀룰로오스,유당수화물,스테아르산마그네슘,카르나우바납,히드록시프로필셀룰로오스",전문의약품,일반,C09CA10,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,641905450,,19260,642,1609,2028-08-17,실온/차광,,,사용,
,NOCODE,카두라엑스엘서방정4mg,경구제,독사조신메실산염,Doxazosin Mesylate,단일제,,비아트리스코리아(주),100,정제,병,"산화폴리에틸렌,폴리에틸렌글리콜3350,히프로멜로오스,염화나트륨,스테아르산마그네슘,셀룰로오스아세테이트,오파드라이화이트YS-2-7063,적색산화철",전문의약품,일반,C02CA04,심혈관계,항고혈압제,말초작용성 항고혈압제,급여,,,0,0,0,,,,,중지,
,NOCODE,카르디날정12.5mg,경구제,카르베딜롤,Carvedilol,단일제,,(주)씨엠지제약,100,정제,PTP,"크로스포비돈,유당수화물,이산화규소,황색산화철,백당,포비돈,스테아르산마그네슘,적색산화철",전문의약품,일반,C07AG02,심혈관계,베타차단제,베타차단제,급여,,,0,0,0,,,,,중지,
CRVT125,CODE,카르베타정12.5mg,경구제,카르베딜롤,Carvedilol,단일제,,에이치엘비제약(주),90,정제,PTP,"크로스포비돈,유당수화물,황색산화철,백당,콜로이드성이산화규소,포비돈,스테아르산마그네슘,탤크,전분글리콜산나트륨,적색산화철",전문의약품,일반,C07AG02,심혈관계,베타차단제,베타차단제,급여,647303570,,27180,302,150,2028-02-19,실온/차광,,,사용,
CRVT25,CODE,카르베타정25mg,경구제,카르베딜롤,Carvedilol,단일제,,에이치엘비제약(주),90,정제,PTP,"크로스포비돈,유당수화물,백당,포비돈,콜로이드성이산화규소,스테아르산마그네슘,전분글리콜산나트륨",전문의약품,일반,C07AG02,심혈관계,베타차단제,베타차단제,급여,647303580,,32400,360,90,2027-07-01,실온/차광,,,사용,
CVN1,CODE,카베날정12.5mg,경구제,카르베딜롤,Carvedilol,단일제,,신풍제약(주),100,정제,PTP,"저치환도히드록시프로필셀룰로오스,유당수화물,시트르산,콜로이드성이산화규소,스테아르산마그네슘,포비돈,황색203호,적색40호,옥수수전분,전분글리콜산나트륨,청색1호",전문의약품,일반,C07AG02,심혈관계,베타차단제,베타차단제,급여,,,0,0,0,,,,,중지,
CVN2,CODE,카베날정25mg,경구제,카르베딜롤,Carvedilol,단일제,,신풍제약(주),100,정제,PTP,"저치환도히드록시프로필셀룰로오스,유당수화물,시트르산,콜로이드성이산화규소,스테아르산마그네슘,포비돈,옥수수전분,전분글리콜산나트륨",전문의약품,일반,C07AG02,심혈관계,베타차단제,베타차단제,급여,,,29100,291,0,,실온,,,중지,
,NOCODE,카비드츄어블정,경구제,탄산칼슘/농축콜레칼시페롤분말,Calcium Carbonate/Cholecalciferol Concentrate Powder,복합제,,알보젠코리아(주),60,정제,병,"자일리톨,레몬향과립,수크랄로스,포비돈,스테아르산마그네슘",일반의약품,일반,A12AX,소화관 및 대사,무기질 보충제,칼슘제,급여,,,0,0,0,,,,,중지,
CAPRL,CODE,카프릴정25mg,경구제,캅토프릴,Captopril,단일제,,(주)보령,100,정제,병,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,콜로이드성이산화규소,옥수수전분",전문의약품,일반,C09AA01,심혈관계,레닌-안지오텐신계 작용제,ACE 억제제(단일),급여,641903510,,24600,246,93,2027-09-24,실온,,,사용,
CDRT16,CODE,칸데르탄정16mg,경구제,칸데사르탄실렉세틸,Candesartan Cilexetil,단일제,,(주)동구바이오제약,100,정제,병,"유당수화물,콜리코트아이알,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분,적색산화철",전문의약품,일반,C09CA06,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,,,70000,700,0,,,,,중지,
CDRT8,CODE,칸데르탄정8mg,경구제,칸데사르탄실렉세틸,Candesartan Cilexetil,단일제,,(주)동구바이오제약,100,정제,병,"유당수화물,콜리코트아이알,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분,적색산화철",전문의약품,일반,C09CA06,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,,,41500,415,0,,실온,,,중지,
CDAL16/10,CODE,칸데암로정16/10mg,경구제,칸데사르탄실렉세틸/암로디핀베실산염,Candesartan Cilexetil/Amlodipine Besylate,복합제,,신풍제약(주),30,정제,병,"마크로골15히드록시스테아레이트,규화미결정셀룰로오스,미결정셀룰로오스,오파드라이흰색(03B28796),스테아르산마그네슘,전호화전분,히드록시프로필셀룰로오스",전문의약품,일반,C09DB07,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(복합),급여,,,0,0,0,,,,,중지,
