drug_code,code_status,약품명,구분,성분명KR,성분명EN,복합단일,효능,제조판매사,총수량,제형,포장,첨가제,전문일반,마약구분,ATC번호,대분류,중분류,소분류,급여구분,보험코드,보험약가,통당단가,구입단가,전월재고,유효기한,보관방법,보관위치,입고일자,상태,비고
,NOCODE,메게이스에프현탁액5ml,경구제,확인필요,확인필요,단일제,,확인필요,5,,포,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,274,0,0,0,,,,,중지,
MGTS,CODE,메게이트현탁액10mL,경구제,메게스트롤아세테이트,Megestrol Acetate,단일제,,(주)인트로바이오파마,10,현탁액,포,"벤조산나트륨,아스파탐,시트르산,백당,폴리에틸렌글라이콜-40경화피마자유,오렌지엣센스 비-4515,시트르산나트륨수화물,잔탄검,정제수",전문의약품,일반,L02AB01,항종양제 및 면역조절제,내분비요법제,호르몬 및 관련 항종양제,비급여,,115,17800,1780,70,2027-03-18,실온/차광,,,사용,
,NOCODE,메게프로현탁액,경구제,메게스트롤아세테이트,Megestrol Acetate,단일제,,(주)다산제약,10,,포,"산탄검,벤조산나트륨,아스파탐,시트르산,백당,폴리에틸렌글라이콜-40경화피마자유,오렌지엣센스 비-4515,시트르산나트륨수화물,정제수",전문의약품,일반,L02AB01,항종양제 및 면역조절제,내분비요법제,호르몬 및 관련 항종양제,급여,,70,0,0,0,,,,,중지,
,NOCODE,메네스에스정/23.6.19입고,경구제,확인필요,확인필요,단일제,,확인필요,500,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,333,0,0,0,,,,,중지,
SMNCT4,CODE,메녹틸정40mg,경구제,옥틸로늄브롬화물,Octylonium Bromide,단일제,,동화약품(주),100,정제,병,"미결정셀룰로오스,히프로멜로오스2910,유당수화물,산화티탄,폴리에틸렌글리콜6000,스테아르산마그네슘,카르나우바납,탤크,옥수수전분",전문의약품,일반,A03AB06,소화관 및 대사,기능성 위장관 장애 치료제,기능성 장질환 약물,급여,642701380,1554,17300,173,88,2028-04-06,실온,,,사용,
MDLC,CODE,메디락디에스장용캅셀,경구제,확인필요,확인필요,단일제,,확인필요,300,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,80,28800,96,0,,,,,중지,
SMDAVL,CODE,메디아벤엘정,경구제,나프타존,Naftazone,단일제,,(주)한국팜비오,100,정제,병,"히프로멜로스,미결정셀룰로오스,스테아르산마그네슘,콜로이드성이산화규소,카르복시메틸나트륨전분,전호화분전분,인산수소칼슘,탤크,마크로골6000",전문의약품,일반,C05CX02,심혈관계,혈관보호제,모세혈관 안정제,급여,659901070,570,19800,198,200,2027-07-09,실온,,,사용,
MEDC625,CODE,메디크라정625mg,경구제,아목시실린수화물/묽은클라불란산칼륨,Amoxicillin Hydrate/Dilute Potassium Clavulanate,복합제,,(주)메디카코리아,40,정제,PTP,"미결정셀룰로오스,히프로멜로오스,스테아르산마그네슘,카르나우바납,경질무수규산,전분글리콜산나트륨,오파드라이 흰색(OY-C-7000A)",전문의약품,일반,J01CR02,전신 작용 항감염제,전신 작용 항균제(항생제),베타락탐계(페니실린),급여,646004220,570,19320,483,265.5,2027-09-02,실온,,,사용,
MMMSC,CODE,메모엠연질캡슐,경구제,콜린알포세레이트,Choline Alfoscerate,단일제,,(주)마더스제약,90,캡슐,PTP,"에틸바닐린,젤라틴,산화티탄,황색산화철,부분탈수유동소르비톨,농글리세린,정제수",전문의약품,일반,N07AX02,신경계,기타 신경계 약물,부교감신경흥분제(콜린성 약물),급여,622804550,208,45000,500,938,2028-08-21,실온,,,사용,
MSTN6,CODE,메스티논정60mg,경구제,확인필요,확인필요,단일제,,확인필요,30,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,312,4020,134,0,,실온,,,중지,
,NOCODE,메치론정4mg,경구제,확인필요,확인필요,단일제,,확인필요,500,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,53,0,0,0,,,,,중지,
MLMPR2,CODE,멜라엠서방정2mg,경구제,멜라토닌,Melatonin,단일제,,(주)마더스제약,30,정제,PTP,"유당수화물,암모니오메타아크릴산공중합체,이산화규소,스테아르산마그네슘,인산수소칼슘수화물,탤크",전문의약품,일반,N05CH01,신경계,정신신경용제,수면진정제,급여,622804460,396,11550,385,581,2028-10-29,실온/차광,,,사용,
MLXC,CODE,멜록스캡슐,경구제,멜록시캄,Meloxicam,단일제,,(주)메디카코리아,5,캡슐,병,"크로스카르멜로오스나트륨,저치환도히드록시프로필셀룰로오스,상하부 녹색의 경질캡슐,미결정셀룰로오스,유당수화물,이산화규소,스테아르산마그네슘,시트르산나트륨수화물,옥수수전분,전분글리콜산나트륨",전문의약품,일반,M01AC06,근골격계,항염 및 항류마티스제,비스테로이드성 항염제(NSAIDs),급여,646001040,518,1350,270,43,2027-08-21,실온/차광,,,사용,
MYUNGDOPA25,CODE,명도파정25/100mg,경구제,벤세라지드염산염/레보도파,Benserazide Hydrochloride/Levodopa,복합제,,명인제약(주),100,정제,병,"에틸셀룰로오스,무수인산수소칼슘,도큐세이트나트륨,미결정셀룰로오스,크로스포비돈,콜로이드성이산화규소,스테아르산마그네슘,전호화전분,적색산화철,D-만니톨",전문의약품,일반,N04BA02,신경계,항파킨슨제,도파민성 약물,급여,651905030,33,14100,141,160,2028-12-10,실온/차광,,2026-04-21,사용,
GLCPRLAT,CODE,명문글리코피롤레이트정,경구제,글리코피롤레이트,Glycopyrrolate,단일제,,명문제약(주),300,정제,병,"적색3호,유당수화물,포비돈,스테아르산마그네슘,인산수소칼슘수화물,전분글리콜산나트륨",전문의약품,일반,A03AB02,소화관 및 대사,기능성 위장관 장애 치료제,기능성 장질환 약물,급여,649800810,185,21000,70,1773,2028-08-13,실온,,,사용,
NTRGLCR,CODE,명문니트로글리세린0.6mg설하정,경구제,묽은니트로글리세린,Dilute Nitroglycerin,단일제,,명문제약(주),100,정제,병,"포비돈K-30,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,D-소르비톨",전문의약품,일반,C01DA02,심혈관계,심장 치료제,심장질환용 혈관확장제,급여,649800850,24,4100,41,1280.5,2026-10-07,냉장/차광,,,사용,
CODEINE,CODE,명문인산코데인정 ★,경구제,확인필요,확인필요,단일제,,확인필요,100,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,304,0,0,0,,,,,중지,
,NOCODE,명문제약티로프라미드염산염정/비엘티로미변경,경구제,확인필요,확인필요,단일제,,확인필요,500,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,205,0,0,0,,,,,중지,
,NOCODE,명인벤즈트로핀 1mg-환인제약으로변경,경구제,확인필요,확인필요,단일제,,확인필요,2000,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,147,0,0,0,,,,,중지,
BSPR10,CODE,명인부스피론염산염정10mg,경구제,부스피론염산염,Buspirone Hydrochloride,단일제,,명인제약(주),30,정제,병,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,콜로이드성이산화규소,전분글리콜산나트륨",전문의약품,일반,N05BE01,신경계,정신신경용제,항불안제,급여,651900700,469,6000,200,633.5,2027-06-23,실온,,,사용,
SAMTRPTL,CODE,명인아미트리프틸린염산염정10mg,경구제,아미트리프틸린염산염,Amitriptyline Hydrochloride,단일제,,명인제약(주),1000,정제,병,"유당수화물,콜로이드성이산화규소,스테아르산마그네슘,오파드라이 청색(03A605000),옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",전문의약품,일반,N06AA09,신경계,정신활성제,항우울제,급여,651900720,90,20000,20,1306,2028-03-13,실온,,,사용,
,NOCODE,명인엔타카폰정200mg,경구제,엔타카폰,Entacapone,단일제,,명인제약(주),30,정제,병,"오파드라이Ⅱ베이지(85F97042),크로스카르멜로오스나트륨,폴리소르베이트80,미결정셀룰로오스,히프로멜로오스,스테아르산마그네슘,D-만니톨",전문의약품,일반,N04BX02,신경계,항파킨슨제,도파민성 약물,급여,,180,0,0,0,,,,,중지,
CLRMZ50,CODE,명인클로르프로마진염산염정50mg,경구제,클로르프로마진염산염,Chlorpromazine Hydrochloride,단일제,,명인제약(주),1000,정제,병,"아라비아고무가루,적색3호,크로스카르멜로오스나트륨,황색5호,미결정셀룰로오스,히프로멜로오스,디아세틸화모노글리세리드,이산화규소,젤라틴,산화티탄,폴리에틸렌글리콜6000,콜로이드성이산화규소,스테아르산마그네슘,백당,카르복시메틸셀룰로오스칼슘,탤크,전분글리콜산나트륨,침강탄산칼슘",전문의약품,일반,N05AA01,신경계,정신신경용제,항정신병제,급여,651900780,775,70000,70,2811.25,2028-08-25,실온/차광,,,사용,
SMNTRZDHL25,CODE,명인트라조돈염산염정25mg,경구제,트라조돈염산염,Trazodone Hydrochloride,단일제,,명인제약(주),100,정제,병,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,콜로이드성이산화규소,포비돈,옥수수전분,전분글리콜산나트륨,오파드라이파란색(03B605002)",전문의약품,일반,N06AX05,신경계,정신활성제,항우울제,급여,651904140,706,4700,47,2031,2028-10-21,실온,,,사용,
SMITRZDT5,CODE,명인트라조돈염산염정50mg,경구제,트라조돈염산염,Trazodone Hydrochloride,단일제,,명인제약(주),100,정제,병,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,콜로이드성이산화규소,포비돈,오파드라이분홍색(03B640029),옥수수전분,전분글리콜산나트륨",전문의약품,일반,N06AX05,신경계,정신활성제,항우울제,급여,651904060,194,8400,84,1495,2028-07-08,실온,,,사용,
MNPRPNZ4,CODE,명인페르페나진정4mg,경구제,페르페나진,Perphenazine,단일제,,명인제약(주),1000,정제,병,"미결정셀룰로오스,유당수화물,황색산화철,콜로이드성이산화규소,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,적색산화철",전문의약품,일반,N05AB03,신경계,정신신경용제,항정신병제,급여,651900920,357,51000,51,918,2027-07-09,실온/차광,,,사용,
,NOCODE,모누롤산,경구제,포스포마이신트로메탐올혼합분말,Fosfomycin Trometamol Mixed Powder,단일제,,(주)한국팜비오,1,산제,포,아스파탐,전문의약품,일반,J01XX01,전신 작용 항감염제,전신 작용 항균제(항생제),기타 항균제,급여,,834,0,0,0,,,,,중지,
MVZL2,CODE,모비졸로정2mg,경구제,프루칼로프라이드숙신산염,Prucalopride Succinate,단일제,,(주)한국팜비오,300,정제,병,"미결정셀룰로오스,유당수화물,오파드라이 분홍색(321A640006 PINK),콜로이드성이산화규소,스테아르산마그네슘",전문의약품,일반,A06AX05,소화관 및 대사,변비 치료제(완하제),변비 치료제(완하제),급여,659901450,540,60600,202,1054,2028-10-22,실온/차광,,,사용,
SMOSAPIT5,CODE,모사피트정5mg,경구제,모사프리드시트르산염수화물,Mosapride Citrate Dihydrate,단일제,,(주)테라젠이텍스,500,정제,병,"저치환도히드록시프로필셀룰로오스,탭쉴드흰색(11W1368),유당수화물,스테아르산마그네슘,경질무수규산,옥수수전분,히드록시프로필셀룰로오스",전문의약품,일반,A03FA09,소화관 및 대사,기능성 위장관 장애 치료제,위장관 운동 촉진제,급여,698501290,45,51500,103,5304,2028-06-16,실온,,,사용,
,NOCODE,모사핀정,경구제,모사프리드시트르산염수화물,Mosapride Citrate Dihydrate,단일제,,(주)셀트리온제약,500,정제,병,"저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,유당수화물,스테아르산마그네슘,콜로이드성이산화규소,카르나우바납,오파드라이 흰색 03B28796,히드록시프로필셀룰로오스",전문의약품,일반,A03FA09,소화관 및 대사,기능성 위장관 장애 치료제,위장관 운동 촉진제,급여,,523,0,0,0,,,,,중지,
MONTELOS10,CODE,몬테로스정10mg,경구제,몬테루카스트나트륨,Montelukast Sodium,단일제,,(주)씨티씨바이오,28,정제,병,"미결정셀룰로오스,유당수화물,크로스카멜로오스나트륨,스테아르산마그네슘,오파드라이주황색(03B63246),히드록시프로필셀룰로오스",전문의약품,일반,R03DC03,호흡기계,폐쇄성 기도질환 치료제,기타 전신 기도질환 약물,급여,669502240,13,21672,774,100,2028-04-28,실온,,,사용,
,NOCODE,몬테루칸정10mg,경구제,몬테루카스트나트륨,Montelukast Sodium,단일제,,일동제약(주),28,정제,병,"저치환도히드록시프로필셀룰로오스,크로스카르멜로오스나트륨,황색5호,미결정셀룰로오스,유당수화물,폴리에틸렌글리콜6000,스테아르산마그네슘,콜로이드성이산화규소,오파드라이 흰색(OY-S-7223),오파글로스 클리어 (97W19196),히드록시프로필셀룰로오스,적색산화철",전문의약품,일반,R03DC03,호흡기계,폐쇄성 기도질환 치료제,기타 전신 기도질환 약물,급여,,101,0,0,0,,,,,중지,
SMST4,CODE,몰시톤정4mg,경구제,몰시도민,Molsidomine,단일제,,에리슨제약(주),300,정제,병,"저치환도히드록시프로필셀룰로오스,박하유,유당수화물,콜로이드성이산화규소,스테아르산마그네슘,산화제이철,옥수수전분,D-만니톨",전문의약품,일반,C01DX12,심혈관계,심장 치료제,심장질환용 혈관확장제,급여,620500050,59,63900,213,300,2026-10-16,실온/차광,,,사용,
SMCR10,CODE,무코란정,경구제,레바미피드,Rebamipide,단일제,,대한뉴팜(주),30,정제,병,"저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,히프로멜로오스,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,카르나우바납,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",전문의약품,일반,A02BX14,소화관 및 대사,위산 관련 질환 치료제,소화성 궤양·역류질환 치료제,급여,,19302,0,0,0,,,,,중지,
SMCS,CODE,뮤코졸정,경구제,브롬헥신염산염,Bromhexine Hydrochloride,단일제,,부광약품(주),1000,정제,병,"유당수화물,젤라틴,스테아르산마그네슘,탤크,옥수수전분",일반의약품,일반,R05CB02,호흡기계,진해거담제,거담제,급여,,415,0,0,0,,,,,중지,
,NOCODE,뮤테인캡슐200g,경구제,확인필요,확인필요,단일제,,확인필요,30,캡슐,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,70,0,0,0,,,,,중지,
,NOCODE,뮤테인캡슐200g,경구제,확인필요,확인필요,단일제,,확인필요,300,캡슐,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,737,0,0,0,,,,,중지,
SMINOCC5,CODE,미노씬캡슐50mg,경구제,미노사이클린염산염,Minocycline Hydrochloride,단일제,,에스케이케미칼(주),100,캡슐,병,"스테아르산마그네슘,옥수수전분,상부 주홍색, 하부 미황색의 경질캡슐",전문의약품,일반,J01AA08,전신 작용 항감염제,전신 작용 항균제(항생제),테트라사이클린계,급여,644700590,1144,17800,178,125,2028-08-19,실온,,,사용,
,NOCODE,미니린멜트설하정60mcg,경구제,확인필요,확인필요,단일제,,확인필요,30,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,185,0,0,0,,,,,중지,
MDR,CODE,미드론정,경구제,미도드린염산염,Midodrine Hydrochloride,단일제,,명문제약(주),100,정제,PTP,"미결정셀룰로오스,콜로이드성이산화규소,스테아르산마그네슘,탤크,옥수수전분",전문의약품,일반,C01CA17,심혈관계,심장 치료제,강심제(배당체 제외),급여,649801760,530,10500,105,793,2028-09-03,실온/차광,,,사용,
MIRAP,CODE,미라프정0.25mg,경구제,프라미펙솔염산염일수화물,Pramipexole Dihydrochloride Monohydrate,단일제,,현대약품(주),100,정제,PTP,"미결정셀룰로오스,콜로이드성이산화규소,스테아르산마그네슘,D-만니톨,히드록시프로필셀룰로오스",전문의약품,일반,N04BC05,신경계,항파킨슨제,도파민성 약물,급여,,354,31400,314,0,,실온/차광,,,중지,
MIRAP0.5,CODE,미라프정0.5mg,경구제,프라미펙솔염산염일수화물,Pramipexole Dihydrochloride Monohydrate,단일제,,현대약품(주),100,정제,PTP,"미결정셀룰로오스,콜로이드성이산화규소,스테아르산마그네슘,D-만니톨,히드록시프로필셀룰로오스",전문의약품,일반,N04BC05,신경계,항파킨슨제,도파민성 약물,급여,,15,51300,513,0,,실온,,,중지,
MIRTA15,CODE,밀타정15mg,경구제,미르타자핀,Mirtazapine,단일제,,명인제약(주),30,정제,병,"탭쉴드노란색(11Y506),유당수화물,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분,히드록시프로필셀룰로오스",전문의약품,일반,N06AX11,신경계,정신활성제,항우울제,급여,651904080,32,13890,463,668,2027-02-06,실온/차광,,,사용,
MIRTA7.5,CODE,밀타정7.5mg,경구제,미르타자핀,Mirtazapine,단일제,,명인제약(주),30,정제,병,"탭쉴드파란색(11L814),유당수화물,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분,히드록시프로필셀룰로오스",전문의약품,일반,N06AX11,신경계,정신활성제,항우울제,급여,651904580,1143,9990,333,342.5,2027-12-03,실온/차광,,,사용,
BNN10,CODE,바난정,경구제,세프포독심프록세틸,Cefpodoxime Proxetil,단일제,,에이치케이이노엔(주),100,정제,병,"라우릴황산나트륨,히프로멜로오스2910,유당수화물,산화티탄,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,탤크,히드록시프로필셀룰로오스",전문의약품,일반,J01DD13,전신 작용 항감염제,전신 작용 항균제(항생제),기타 베타락탐계(세팔로스포린 등),급여,640000480,290,54600,546,175,2028-02-19,실온,,,사용,
BARACT0.5,CODE,바라크루드정0.5mg,경구제,엔테카비르,Entecavir,단일제,,(유)한국비엠에스제약,30,정제,PTP,"유당일수화물,미결정셀룰로오스,크로스포비돈,포비돈,스테아르산마그네슘,오파드라이화이트YS-1-18027-A,정제수",전문의약품,일반,J05AF10,전신 작용 항감염제,전신 작용 항바이러스제,직접 작용 항바이러스제,급여,658700100,155,90030,3001,66,2028-07-31,실온/차광,,,사용,
VLT3,CODE,바렙톨서방정,경구제,발프로산나트륨,Sodium Valproate,단일제,,환인제약(주),500,정제,병,"미결정셀룰로오즈,메타아크릴산·아크릴산에틸공중합체,아크릴이즈화이트(93G680000),유당수화물,스테아르산마그네슘,소석고,전분글리콜산나트륨",전문의약품,일반,N03AG01,신경계,항전간제,항전간제,급여,657200310,371,41000,82,5674,2028-06-18,실온,,,사용,
,NOCODE,바로메졸캡슐20mg,경구제,확인필요,확인필요,단일제,,확인필요,30,캡슐,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,453,0,0,0,,,,,중지,
,NOCODE,바로스크정10mg,경구제,암로디핀베실산염,Amlodipine Besylate,단일제,,현대약품(주),30,정제,병,"미결정셀룰로오스,크로스카멜로오스나트륨,스테아르산마그네슘,인산수소칼슘수화물",전문의약품,일반,C08CA01,심혈관계,칼슘채널차단제,선택적 칼슘채널차단제(혈관계),급여,,363,0,0,0,,,,,중지,
,NOCODE,바로스크정5mg,경구제,암로디핀베실산염,Amlodipine Besylate,단일제,,현대약품(주),100,정제,병,"미결정셀룰로오스,스테아르산마그네슘,크로스카멜로오스나트륨,인산수소칼슘수화물",전문의약품,일반,C08CA01,심혈관계,칼슘채널차단제,선택적 칼슘채널차단제(혈관계),급여,,72,0,0,0,,,,,중지,
BRP10,CODE,바로판10mg,경구제,확인필요,확인필요,단일제,,확인필요,300,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,415,0,0,0,,,,,중지,
VSTNMR,CODE,바스티난엠알서방정35mg,경구제,트리메타지딘염산염,Trimetazidine Hydrochloride,단일제,,한국세르비에(주),60,정제,PTP,"산화철(적색),히프로멜로오스,글리세린,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,포비돈,콜로이드성이산화규소,인산수소칼슘수화물",전문의약품,일반,C01EB15,심혈관계,심장 치료제,기타 심장 치료제,급여,676300010,748,4200,70,220,2028-08-24,실온,,,사용,
VSTN,CODE,바스티난정,경구제,트리메타지딘염산염,Trimetazidine Hydrochloride,단일제,,한국세르비에(주),90,정제,PTP,"히프로멜로오스,글리세린,폴리에틸렌글리콜6000,산화티탄,적색40호 알루미늄레이크,황색5호  알루미늄레이크,포비돈,스테아르산마그네슘,탤크,옥수수전분,D-만니톨",전문의약품,일반,C01EB15,심혈관계,심장 치료제,기타 심장 치료제,급여,,70,6930,77,0,,실온,,,중지,
BACILLI,CODE,바실리포미스캡슐,경구제,바실루스리케니포르미스균,Bacillus Licheniformis,단일제,,(주)테라젠이텍스,300,캡슐,병,"미결정셀룰로오스,유당수화물,상하부 흰색의 경질캡슐,스테아르산마그네슘,전분글리콜산나트륨",일반의약품,일반,A07FA01,소화관 및 대사,지사제·장내 항염/항감염제,정장제(미생물제제),급여,698503550,174,38100,127,6096,2027-07-14,실온,,,사용,
SBCLP1,CODE,바크라폰정10mg,경구제,바클로펜,Baclofen,단일제,,알리코제약(주),300,정제,병,"라우릴황산나트륨,스테아르산,미결정셀룰로오스,히프로멜로오스2910,유당수화물,폴리에틸렌글리콜6000,스테아르산마그네슘,탤크,황색203호,옥수수전분,전분글리콜산나트륨",전문의약품,일반,M03BX01,근골격계,근이완제,중추성 근이완제,급여,656000460,757,36900,123,4389,2027-05-22,실온,,,사용,
VANCOZIN,CODE,반코진캡슐125mg,경구제,반코마이신염산염,Vancomycin Hydrochloride,단일제,,한국유나이티드제약(주),30,캡슐,병,"유당수화물,스테아르산마그네슘,상부 담황색, 하부 담청색의 캡슐",전문의약품,일반,A07AA09,소화관 및 대사,지사제·장내 항염/항감염제,장내 항감염제,급여,644309560,642,70290,2343,121,2028-11-02,실온,,,사용,
VCZC,CODE,반코진캡슐250mg,경구제,반코마이신염산염,Vancomycin Hydrochloride,단일제,,한국유나이티드제약(주),30,캡슐,병,"유당수화물,스테아르산마그네슘,상부 암갈색,하부 암자색의 캡슐",전문의약품,일반,A07AA09,소화관 및 대사,지사제·장내 항염/항감염제,장내 항감염제,급여,644301290,302,104190,3473,280,2026-09-18,실온,,,사용,
VTFCT160,CODE,발탄필름코팅정/160mg,경구제,확인필요,확인필요,단일제,,확인필요,30,정제,병,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,확인필요,급여,,360,0,0,0,,,,,중지,
SVATNFMCT8,CODE,발탄필름코팅정80mg,경구제,발사르탄,Valsartan,단일제,,동광제약(주),30,정제,병,"오파드라이분홍색(03B64614),콜로이달실리콘디옥사이드,미결정셀룰로오스,크로스카멜로오스나트륨,스테아르산마그네슘,전호화전분,탤크",전문의약품,일반,C09CA03,심혈관계,레닌-안지오텐신계 작용제,안지오텐신 II 차단제(단일),급여,,246,0,0,0,,,,,중지,
VNRNC3,CODE,베노론캡슐,경구제,디오스민,Diosmin,단일제,,한올바이오파마(주),30,캡슐,병,"미결정셀룰로오스,스테아르산마그네슘,캡슐",일반의약품,일반,C05CA03,심혈관계,혈관보호제,모세혈관 안정제,급여,,85,4860,162,0,,실온,,,중지,
VNT5,CODE,베니톨정500mg,경구제,미세정제플라보노이드분획물,Purified and Micronized Flavonoid Fraction,단일제,,광동제약(주),90,정제,병,미결정셀룰로오스/스테아르산마그네슘/오파드라이OY-S-8761,일반의약품,일반,C05CA53,심혈관계,혈관보호제,모세혈관 안정제,급여,641801640,698,18540,206,172,2027-12-22,실온,,,사용,
,NOCODE,베시솔정10mg,경구제,솔리페나신숙신산염,Solifenacin Succinate,단일제,,대웅바이오(주),100,정제,병,"폴리에틸렌글리콜 6000,히프로멜로오스,산화티탄,스테아르산마그네슘,무수유당,전호화전분,적색산화철",전문의약품,일반,G04BD08,비뇨생식기계 및 성호르몬,비뇨기계 약물,비뇨기계 약물,급여,,167,0,0,0,,,,,중지,
,NOCODE,베시솔정5mg,경구제,솔리페나신숙신산염,Solifenacin Succinate,단일제,,대웅바이오(주),100,정제,병,"폴리에틸렌글리콜 6000,히프로멜로오스,산화티탄,황색산화철,스테아르산마그네슘,무수유당,전호화전분",전문의약품,일반,G04BD08,비뇨생식기계 및 성호르몬,비뇨기계 약물,비뇨기계 약물,급여,,101,0,0,0,,,,,중지,
,NOCODE,베아릴엠정2/500mg,경구제,메트포르민염산염/글리메피리드,Metformin Hydrochloride/Glimepiride,복합제,,대웅바이오(주),100,정제,병,"미결정셀룰로오스,크로스포비돈,유당수화물,오파드라이흰색(03B28796),포비돈,스테아르산마그네슘,전분글리콜산나트륨",전문의약품,일반,A10BD02,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,,445,0,0,0,,,,,중지,
,NOCODE,베아릴정2mg,경구제,글리메피리드,Glimepiride,단일제,,대웅바이오(주),100,정제,병,"미결정셀룰로오스,유당수화물,황색산화철,청색2호알루미늄레이크,포비돈,스테아르산마그네슘,전분글리콜산나트륨",전문의약품,일반,A10BB12,소화관 및 대사,당뇨병 치료제,경구용 혈당강하제,급여,,1299,0,0,0,,,,,중지,
,NOCODE,베아신정250mg,경구제,시프로플록사신염산염,Ciprofloxacin Hydrochloride,단일제,,대웅바이오(주),100,정제,병,"폴리에틸렌글리콜 6000,왁스E,오파드라이흰색(OY-S-7223),히프로멜로오스,스테아르산마그네슘,옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",전문의약품,일반,J01MA02,전신 작용 항감염제,전신 작용 항균제(항생제),퀴놀론계,급여,,94,0,0,0,,,,,중지,
BACXB2,CODE,베아콕시브캡슐200mg,경구제,세레콕시브,Celecoxib,단일제,,대웅바이오(주),100,캡슐,병,"라우릴황산나트륨,크로스카르멜로오스나트륨,유당수화물,포비돈,스테아르산마그네슘,캡슐",전문의약품,일반,M01AH01,근골격계,항염 및 항류마티스제,비스테로이드성 항염제(NSAIDs),급여,,190,0,0,0,,,,,중지,
BTGR50,CODE,베타그론서방정50mg,경구제,미라베그론,Mirabegron,단일제,,주식회사제뉴원사이언스,100,정제,병,"산화폴리에틸렌,부틸히드록시톨루엔,염화나트륨,오파드라이AMBII노란색(88A620026),콜로이드성이산화규소,스테아르산마그네슘,히드록시프로필셀룰로오스",전문의약품,일반,G04BD12,비뇨생식기계 및 성호르몬,비뇨기계 약물,비뇨기계 약물,급여,671706850,8,38100,381,1167,2028-07-07,실온,,,사용,
,NOCODE,베타미가서방정50mg,경구제,미라베그론,Mirabegron,단일제,,한국아스텔라스제약(주),90,정제,PTP,"폴리에틸렌옥사이드,부틸히드록시톨루엔,폴리에틸렌글리콜,스테아르산마그네슘,오파드라이노란색(03F42192),히드록시프로필셀룰로오스",전문의약품,일반,G04BD12,비뇨생식기계 및 성호르몬,비뇨기계 약물,비뇨기계 약물,급여,,273,0,0,0,,,,,중지,
BTUR50,CODE,베타유론서방정50mg,경구제,미라베그론,Mirabegron,단일제,,동국제약(주),90,정제,PTP,"산화폴리에틸렌,부틸히드록시톨루엔,염화나트륨,오파드라이AMBII노란색(88A620026),콜로이드성이산화규소,스테아르산마그네슘,히드록시프로필셀룰로오스",전문의약품,일반,G04BD12,비뇨생식기계 및 성호르몬,비뇨기계 약물,비뇨기계 약물,급여,,200,0,0,0,,,,,중지,
BPS10,CODE,베포쎈정10mg,경구제,베포타스틴베실산염,Bepotastine Besylate,단일제,,(주)테라젠이텍스,30,정제,병,"오파드라이II흰색(85F18422),미결정셀룰로오스,폴리에틸렌글리콜6000,스테아르산마그네슘,D-만니톨",전문의약품,일반,R06AX,호흡기계,전신 작용 항히스타민제,전신 항히스타민제,급여,,26,0,0,0,,,,,중지,
BNL-A,CODE,보나링에이정,경구제,디멘히드리네이트,Dimenhydrinate,단일제,,일양약품(주),500,정제,병,"유당수화물,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,탤크,옥수수전분",일반의약품,일반,A04AD,소화관 및 대사,진토제 및 항오심제,진토제 및 항오심제,급여,641700560,523,15000,30,504,2027-12-22,실온,,,사용,
