snapshot_month,drug_code,code_status,약품명,opening_qty,opening_amt,in_qty,in_amt,used_qty,used_amt,disposal_qty,return_qty,closing_qty,closing_amt
2026-02,,NOCODE,오코디핀정,0,0,0,0,0,0,0,0,0,0
2026-02,URVX,CODE,유로박솜캡슐,1041,734946,0,0,168,118608,0,0,873,616338
2026-02,SURCTRKSR,CODE,유로시트라케이10mEq서방정,182,35308,90,17460,34,6596,0,0,238,46172
2026-02,URO-Q,CODE,유로큐서방정4mg,490,174930,0,0,56,19992,0,0,434,154938
2026-02,,NOCODE,오페나딘서방정50mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,올라핀정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,올라핀정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,URFN5,CODE,유리페나정5mg,227,103058,0,0,84,38136,0,0,143,64922
2026-02,YCLD25/8,CODE,유크리드정250/80mg,380,316920,0,0,56,46704,0,0,324,270216
2026-02,UTNC,CODE,유타날캡슐,2406,1299240,0,0,181,97740,0,0,2225,1201500
2026-02,UT16,CODE,유턴정16mg,599,26955,0,0,172,7740,0,0,427,19215
2026-02,UPVR,CODE,유피베린정,300,156900,0,0,0,0,0,0,300,156900
2026-02,MDKDX,CODE,유한덱사메타손정0.5mg,599,7787,0,0,0,0,0,0,599,7787
2026-02,SMTTRXTYH,CODE,유한메토트렉세이트정2.5mg,195,27690,0,0,0,0,0,0,195,27690
2026-02,,NOCODE,유니콜린정/콜리날정/으로 변경,0,0,0,0,0,0,0,0,0,0
2026-02,YHMTFR85,CODE,유한메트포르민염산염정850mg,171,17271,0,0,0,0,0,0,171,17271
2026-02,,NOCODE,유니펜틴캡슐300mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,유리텍정,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,유리토스정0.1mg,0,0,0,0,0,0,0,0,0,0
2026-02,ABRX,CODE,이든암브록솔염산염,2064,121776,0,0,868,51212,0,0,1196,70564
2026-02,URFN10,CODE,유리페나정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,유한메트포르민서방정500mg,0,0,0,0,0,0,0,0,0,0
2026-02,IMMUTHERA5,CODE,이무테라정,400,134800,0,0,0,0,0,0,400,134800
2026-02,IBDR150,CODE,이반드렌정150mg,4,77208,0,0,0,0,0,0,4,77208
2026-02,,NOCODE,유한짓정,0,0,0,0,0,0,0,0,0,0
2026-02,SIRBETE15,CODE,이베텔정,336,139440,0,0,56,23240,0,0,280,116200
2026-02,,NOCODE,유한프레가발린서방정150mg,0,0,0,0,0,0,0,0,0,0
2026-02,EZETROL1,CODE,이지트롤정,698,514426,0,0,117,86229,0,0,581,428197
2026-02,,NOCODE,이달비정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,이리보정5μg,0,0,0,0,0,0,0,0,0,0
2026-02,IMT,CODE,이모튼캡슐300mg,0,0,0,0,0,0,0,0,0,0
2026-02,IBR,CODE,이베라정150mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,이소탄정,0,0,0,0,0,0,0,0,0,0
2026-02,ITRA1,CODE,이트라정100mg,66,75504,0,0,0,0,0,0,66,75504
2026-02,ITIMIN,CODE,이티민정80mg,1649,305065,0,0,398,73630,0,0,1251,231435
2026-02,IPRAM,CODE,이프람정10mg,1084,574520,0,0,280,148400,0,0,804,426120
2026-02,IPRAM5,CODE,이프람정5mg,1367,483918,200,70800,320,113280,0,0,1247,441438
2026-02,INDN1,CODE,인데놀정10mg,2111.5,31672.5,1000,15000,269,4035,0,0,2842.5,42637.5
2026-02,INDN4,CODE,인데놀정40mg,1075,34400,0,0,0,0,0,0,1075,34400
2026-02,ISDT,CODE,인사돌정,162,46980,0,0,23,6670,0,0,139,40310
2026-02,IDOULGUTC,CODE,일동울굿캡슐,44,5544,0,0,0,0,0,0,44,5544
2026-02,DXUIS,CODE,일성독시움정,715.5,130936.5,0,0,0,0,0,0,715.5,130936.5
2026-02,ISOP80,CODE,일성이솦틴정80mg,584,90520,0,0,56,8680,0,0,528,81840
2026-02,,NOCODE,이코사연질캡슐300mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,이텍스로수바스타틴칼슘정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,JNST500,CODE,자누스틴메트정50/500mg,281,104251,0,0,0,0,0,0,281,104251
2026-02,JANUST100,CODE,자누스틴정100mg,805.25,364778.25,0,0,63,28539,0,0,742.25,336239.25
2026-02,ETXRSV20,CODE,이텍스로수바스타틴칼슘정20mg,0,0,0,0,0,0,0,0,0,0
2026-02,ZNDP10,CODE,자니딥정10mg,498,180774,0,0,0,0,0,0,498,180774
2026-02,ETEX5,CODE,이텍스로수바스타틴칼슘정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,이텍스아스피린장용정100mg,0,0,0,0,0,0,0,0,0,0
2026-02,XRT2,CODE,자렐토정20mg,73,95703,0,0,24,31464,0,0,49,64239
2026-02,ZYLR,CODE,자이로릭정,293,21096,0,0,31,2232,0,0,262,18864
2026-02,ZEMIGLO,CODE,제미글로정50mg,246,184008,0,0,51,38148,0,0,195,145860
2026-02,JRHYDRO10,CODE,제이알히드로코르티손정10mg,296,32856,0,0,0,0,0,0,296,32856
2026-02,ZOYLEX20,CODE,조이렉스정,100,55700,0,0,0,0,0,0,100,55700
2026-02,JUMT5/5,CODE,자누메트서방정50/500mg,0,0,0,0,0,0,0,0,0,0
2026-02,ZOLM,CODE,졸민정0.125mg,653.75,45762.5,0,0,0,0,0,0,653.75,45762.5
2026-02,ZPD,CODE,졸피드정10mg,448.5,78039,280,48720,98,17052,0,0,630.5,109707
2026-02,SGMT5,CODE,중외시그마트정5mg,1700,181900,500,53500,112,11984,0,0,2088,223416
2026-02,,NOCODE,자누비아정100mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,자니딥정(사용량저조 코드중지)/24.02.16,0,0,0,0,0,0,0,0,0,0
2026-02,SJARDIAN1,CODE,자디앙정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,THOSTHR,CODE,치오스타에이치알정600mg,174,115710,0,0,0,0,0,0,174,115710
2026-02,KANARB,CODE,카나브정120mg,69.5,52611.5,0,0,0,0,0,0,69.5,52611.5
2026-02,KNRB6,CODE,카나브정60mg,1460,937320,300,192600,28,17976,0,0,1732,1111944
2026-02,JADT25,CODE,자디앙정25mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,조피린장용정,0,0,0,0,0,0,0,0,0,0
2026-02,CRVT125,CODE,카르베타정12.5mg,227,68554,0,0,44,13288,0,0,183,55266
2026-02,,NOCODE,지스로맥스정250mg,0,0,0,0,0,0,0,0,0,0
2026-02,CVN2,CODE,카베날정25mg,157,45687,0,0,0,0,0,0,157,45687
2026-02,GNXT80,CODE,진넥신정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,CAPRL,CODE,카프릴정25mg,194,47724,0,0,1,246,0,0,193,47478
2026-02,,NOCODE,진코멕신정120mg,0,0,0,0,0,0,0,0,0,0
2026-02,CDRT8,CODE,칸데르탄정8mg,146,60590,0,0,3,1245,0,0,143,59345
2026-02,,NOCODE,카두라엑스엘서방정4mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,카르디날정12.5mg,0,0,0,0,0,0,0,0,0,0
2026-02,CVN1,CODE,카베날정12.5mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,카비드츄어블정,0,0,0,0,0,0,0,0,0,0
2026-02,CFO,CODE,칼페온정,688,58480,0,0,187,15895,0,0,501,42585
2026-02,CDRT16,CODE,칸데르탄정16mg,0,0,0,0,0,0,0,0,0,0
2026-02,KLOW,CODE,케이로우현탁액,191,133318,0,0,10,6980,0,0,181,126338
2026-02,KMRM500,CODE,케이마릴엠정2/500mg,150,25050,0,0,0,0,0,0,150,25050
2026-02,KMTSR,CODE,케이메트서방정,145,14645,0,0,56,5656,0,0,89,8989
2026-02,KBSTZ100,CODE,케이비스타졸서방캡슐100mg,188,83660,0,0,24,10680,0,0,164,72980
2026-02,SK-CAB,CODE,케이캡정50mg,940,1221060,900,1169100,688,893712,0,0,1152,1496448
2026-02,K-CT,CODE,케이콘틴서방정,1757,165158,900,84600,235,22090,0,0,2422,227668
2026-02,CDAL16/10,CODE,칸데암로정16/10mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,칸타칸정16mg,0,0,0,0,0,0,0,0,0,0
2026-02,CODR,CODE,코다론정,299.5,56905,0,0,14,2660,0,0,285.5,54245
2026-02,,NOCODE,칸타칸정8mg,0,0,0,0,0,0,0,0,0,0
2026-02,CDNSU,CODE,코데날액,3380,27040,0,0,2620,20960,0,0,760,6080
2026-02,CDNSU5,CODE,코데날액 500ml,4000,32000,4000,32000,0,0,0,0,8000,64000
2026-02,,NOCODE,칼론정,0,0,0,0,0,0,0,0,0,0
2026-02,CFXXRER,CODE,"코팩사엑스알서방
캡슐37.5mg",2305,629265,0,0,0,0,0,0,2305,629265
2026-02,CHNS,CODE,코포나시럽,406,81200,1200,240000,1094,218800,0,0,512,102400
2026-02,,NOCODE,캘코트정6mg,0,0,0,0,0,0,0,0,0,0
2026-02,COUGH,CODE,코푸정,3399.5,88387,0,0,119,3094,0,0,3280.5,85293
2026-02,,NOCODE,케프라엑스알서방정500mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,코니솔론정4mg-동일성분 메치론,0,0,0,0,0,0,0,0,0,0
2026-02,SCODNLSR2,CODE,코데날시럽(20mL),0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,코디오살탄정160/12.5mg,0,0,0,0,0,0,0,0,0,0
2026-02,CLAT10,CODE,콜리아틴시럽,1326,693498,1710,894330,1615,844645,0,0,1421,743183
2026-02,,NOCODE,코푸진시럽(20mL) /코푸시럽으로변경,0,0,0,0,0,0,0,0,0,0
2026-02,CHLCRT,CODE,콜린세레이트정,1357,667644,810,398520,719,353748,0,0,1448,712416
2026-02,CCH,CODE,콜킨정,868.5,65137.5,0,0,0,0,0,0,868.5,65137.5
2026-02,SCOBLOC1,CODE,콩브럭정1.25mg,769.5,63099,500,41000,126,10332,0,0,1143.5,93767
2026-02,CONCR,CODE,콩코르정2.5mg,190.5,22860,0,0,1,120,0,0,189.5,22740
2026-02,CONCOR5,CODE,콩코르정5mg,31,6200,0,0,24,4800,0,0,7,1400
2026-02,,NOCODE,코푸투스정,0,0,0,0,0,0,0,0,0,0
2026-02,QRAZC,CODE,큐라졸캅셀,210,165480,60,47280,0,0,0,0,270,212760
2026-02,QROKEL125,CODE,큐로켈정12.5mg,300,41100,300,41100,0,0,0,0,600,82200
2026-02,SCLN,CODE,콜리날연질캡슐,0,0,0,0,0,0,0,0,0,0
2026-02,Q-PAM100,CODE,큐팜액100ml,19933.5,2491687.5,12400,1550000,10905,1363125,0,0,21428.5,2678562.5
2026-02,,NOCODE,콜리날정,0,0,0,0,0,0,0,0,0,0
2026-02,CLAMOXIN,CODE,크라목신듀오건조시럽,150,10350,0,0,0,0,0,0,150,10350
2026-02,,NOCODE,콜린맥스연질캡슐400mg,0,0,0,0,0,0,0,0,0,0
2026-02,SQTAP100,CODE,쿠티아핀정100mg,0,0,0,0,0,0,0,0,0,0
2026-02,SQRKL25,CODE,큐로켈정25mg,0,0,0,0,0,0,0,0,0,0
2026-02,CREON10000,CODE,크레온캡슐10000/150mg,188,60160,0,0,89,28480,0,0,99,31680
2026-02,CRO25,CODE,크레온캡슐25000/300mg,290,179800,0,0,0,0,0,0,290,179800
2026-02,CLMC250,CODE,클래마신정,320,276800,0,0,5,4325,0,0,315,272475
2026-02,,NOCODE,큐팜액250ml,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,크라틴정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,크라틴정20mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,크라틴정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,TMRN,CODE,타미린서방정8mg,419,319278,0,0,0,0,0,0,419,319278
2026-02,TMVR75,CODE,타미비어캡슐75mg,90,95670,0,0,0,0,0,0,90,95670
2026-02,STCNE,CODE,타세놀8시간이알서방정,1846,129220,0,0,154,10780,0,0,1692,118440
2026-02,TSNVT,CODE,타스나비타정,605,35090,0,0,28,1624,0,0,577,33466
2026-02,TASNA5,CODE,타스나정500mg,270,13500,0,0,0,0,0,0,270,13500
2026-02,,NOCODE,클로신정250mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,클로자릴정25mg,0,0,0,0,0,0,0,0,0,0
2026-02,STGPR,CODE,타진서방정5/2.5mg,34,25840,0,0,0,0,0,0,34,25840
2026-02,,NOCODE,타겐에프연질캅셀,0,0,0,0,0,0,0,0,0,0
2026-02,TNM80,CODE,타나민정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,타진서방정10/5mg,0,0,0,0,0,0,0,0,0,0
2026-02,TMBCOR5,CODE,탬보코정50mg,276,46920,0,0,0,0,0,0,276,46920
2026-02,,NOCODE,타진서방정20/10mg,0,0,0,0,0,0,0,0,0,0
2026-02,STNLIA2,CODE,테넬리아정20mg,454,332328,0,0,28,20496,0,0,426,311832
2026-02,TNFV,CODE,테노포버정,60,127740,0,0,0,0,0,0,60,127740
2026-02,,NOCODE,탐스렌서방캡슐0.2mg,0,0,0,0,0,0,0,0,0,0
2026-02,TRST2,CODE,테레신정2mg,567,201852,0,0,0,0,0,0,567,201852
2026-02,,NOCODE,탐스론서방정0.2mg,0,0,0,0,0,0,0,0,0,0
2026-02,TMR40,CODE,텔미린정40mg,531,226206,300,127800,124,52824,0,0,707,301182
2026-02,TMR80,CODE,텔미린정80mg,370,211640,150,85800,86,49192,0,0,434,248248
2026-02,,NOCODE,태극탄산칼슘정,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,테넬리아엠서방정10/500mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,테라루신정2mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,텔미로탄정40mg/텔미정40 대체(23/11/15입고),0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,텔미정40mg,0,0,0,0,0,0,0,0,0,0
2026-02,TMCRP40,CODE,텔미큐어플러스정40/12.5mg,495,180675,0,0,0,0,0,0,495,180675
2026-02,TRS5,CODE,토르신정5mg,697.5,90675,300,39000,225,29250,0,0,772.5,100425
2026-02,,NOCODE,텔미정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,텔미칸플러스정40/12.5mg,0,0,0,0,0,0,0,0,0,0
2026-02,TOPMAT1,CODE,토파메이트정100밀리그램(토피라메이트),3270.75,2305878.75,0,0,175,123375,0,0,3095.75,2182503.75
2026-02,,NOCODE,텔미큐어정40mg,0,0,0,0,0,0,0,0,0,0
2026-02,TMCR80,CODE,텔미큐어정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,토비애즈서방정4mg,0,0,0,0,0,0,0,0,0,0
2026-02,TRL5,CODE,트라린정50mg,252.5,80800,0,0,28,8960,0,0,224.5,71840
2026-02,TRMPSMI,CODE,트라마펜세미정,1697,213822,0,0,225,28350,0,0,1472,185472
2026-02,TRMP,CODE,트라마펜정37.5/325mg,1175,223250,900,171000,554,105260,0,0,1521,288990
2026-02,,NOCODE,토이드정50mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,토파민정100mg,0,0,0,0,0,0,0,0,0,0
2026-02,TRAJETDU85,CODE,트라젠타듀오2.5/850mg,292.5,98865,0,0,0,0,0,0,292.5,98865
2026-02,,NOCODE,토피탑정100mg,0,0,0,0,0,0,0,0,0,0
2026-02,TRST,CODE,트레스탄캡슐,233,92268,0,0,82,32472,0,0,151,59796
2026-02,,NOCODE,튜비스정,0,0,0,0,0,0,0,0,0,0
2026-02,TUC80/5,CODE,트루셋정80/5/12.5mg,688,610944,0,0,0,0,0,0,688,610944
2026-02,TRTR4,CODE,트루테라정4mg,68,11152,0,0,64,10496,0,0,4,656
2026-02,,NOCODE,트라우밀정,0,0,0,0,0,0,0,0,0,0
2026-02,TRJTDO,CODE,트라젠타듀오2.5/500mg,0,0,0,0,0,0,0,0,0,0
2026-02,TRLTSS,CODE,트리렙탈현탁액6%100ml,380,67260,0,0,218,38586,0,0,162,28674
2026-02,TRTC2,CODE,트리테이스정2.5mg,100,28500,0,0,0,0,0,0,100,28500
2026-02,TRITACE5,CODE,트리테이스정5mg,135,65205,0,0,0,0,0,0,135,65205
2026-02,,NOCODE,트라젠타정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,트렌탈서방정400,0,0,0,0,0,0,0,0,0,0
2026-02,TRIHX,CODE,트리헥신정,1702,47656,0,0,0,0,0,0,1702,47656
2026-02,,NOCODE,트루패스정4mg,0,0,0,0,0,0,0,0,0,0
2026-02,TRPT,CODE,티로핀정,2197,252655,500,57500,121,13915,0,0,2576,296240
2026-02,,NOCODE,트리렙탈필름코팅정600mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,트리티코25mg,0,0,0,0,0,0,0,0,0,0
2026-02,PCCCM,CODE,파마탄산칼슘500mg,299,8970,0,0,0,0,0,0,299,8970
2026-02,,NOCODE,트리티코50mg,0,0,0,0,0,0,0,0,0,0
2026-02,PAMO,CODE,파모텐정20mg,1625,307125,1500,283500,1007,190323,0,0,2118,400302
2026-02,TRPR,CODE,티로프람정,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,티자리드정1mg,0,0,0,0,0,0,0,0,0,0
2026-02,SPKN0.25,CODE,파키놀정0.25mg,58,9918,60,10260,2,342,0,0,116,19836
2026-02,SPAKINOL1,CODE,파키놀정1mg,360,158760,0,0,0,0,0,0,360,158760
2026-02,,NOCODE,파로세닌정20mg,0,0,0,0,0,0,0,0,0,0
2026-02,SPXLCR12,CODE,팍실CR정12.5mg,100,44800,90,40320,56,25088,0,0,134,60032
2026-02,,NOCODE,파모텍스정20mg,0,0,0,0,0,0,0,0,0,0
2026-02,PTK20,CODE,판토케이정20mg,310,156240,150,75600,84,42336,0,0,376,189504
2026-02,,NOCODE,파이콤파2mg,0,0,0,0,0,0,0,0,0,0
2026-02,PSR250,CODE,팜시론정,105,402885,0,0,0,0,0,0,105,402885
2026-02,,NOCODE,파이콤파4mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,팍스로비드,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,판토라인정20mg,0,0,0,0,0,0,0,0,0,0
2026-02,PKNT,CODE,퍼킨정25-100mg,1435,106190,0,0,168.5,12469,0,0,1266.5,93721
2026-02,PKNT22,CODE,퍼킨정25-250mg,543.5,97286.5,0,0,0,0,0,0,543.5,97286.5
2026-02,,NOCODE,"팔로델정/사용기한,사용량저조",0,0,0,0,0,0,0,0,0,0
2026-02,PND,CODE,페니드정10mg,179,30609,0,0,70,11970,0,0,109,18639
2026-02,PNRM,CODE,페니라민정2mg,3530,52950,1000,15000,145.5,2182.5,0,0,4384.5,65767.5
2026-02,,NOCODE,팜크린정250mg,0,0,0,0,0,0,0,0,0,0
2026-02,FEBURIC40,CODE,페브릭정40mg,203,44863,0,0,0,0,0,0,203,44863
2026-02,,NOCODE,팜톡연질캡슐10mg,0,0,0,0,0,0,0,0,0,0
2026-02,PYR500,CODE,페이론캡슐500mg,102.5,23575,0,0,0,0,0,0,102.5,23575
2026-02,PILS,CODE,페인리스서방정,379,158422,0,0,0,0,0,0,379,158422
2026-02,PILSSM,CODE,페인리스세미서방정,591,164889,300,83700,63,17577,0,0,828,231012
2026-02,FXNDT,CODE,펙소나딘정180mg,1571.5,493451,150,47100,98,30772,0,0,1623.5,509779
2026-02,FLT10,CODE,펠로정10mg,1124.5,726427,400,258400,264,170544,0,0,1260.5,814283
2026-02,FL5,CODE,펠로정5mg,1460,722700,0,0,56,27720,0,0,1404,694980
2026-02,,NOCODE,퍼킨씨알정정50-200mg,0,0,0,0,0,0,0,0,0,0
2026-02,PLBTS,CODE,포리부틴서방정,419,92599,0,0,1,221,0,0,418,92378
2026-02,PLBT10,CODE,포리부틴정100mg,3065,248265,0,0,435,35235,0,0,2630,213030
2026-02,,NOCODE,페노렌캡슐200mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,페리돌정1.5mg,0,0,0,0,0,0,0,0,0,0
2026-02,FLX4,CODE,폴락스산4g,75,97500,0,0,0,0,0,0,75,97500
2026-02,PLC,CODE,폴리콜정,1562,139018,0,0,112,9968,0,0,1450,129050
2026-02,,NOCODE,페브릭정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,FRN150,CODE,푸로날정150mg,150,365400,0,0,0,0,0,0,150,365400
2026-02,FUMT,CODE,푸마티펜정,339,35595,0,0,37,3885,0,0,302,31710
2026-02,PRDXC11,CODE,프라닥사캡슐110mg,84,97944,60,69960,56,65296,0,0,88,102608
2026-02,PRDXC15,CODE,프라닥사캡슐150mg,320,390080,0,0,0,0,0,0,320,390080
2026-02,SPRVIXNT,CODE,프라빅센정,514,499094,0,0,509,494239,0,0,5,4855
2026-02,PTZ20,CODE,펩타졸정20mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,포시가정10mg/답플로정으로변경,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,폭세틴캅셀10mg,0,0,0,0,0,0,0,0,0,0
2026-02,FRC,CODE,푸라칸정150mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,프레갈캡슐150mg,0,0,0,0,0,0,0,0,0,0
2026-02,PRRC150,CODE,프레리카캡슐150mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,프레리카캡슐75mg,0,0,0,0,0,0,0,0,0,0
2026-02,PRBL3,CODE,프레발린캡슐300mg,0,0,0,0,0,0,0,0,0,0
2026-02,SPRCRLAN5,CODE,프로코라란정5mg,139,158877,0,0,0,0,0,0,139,158877
2026-02,PROFN3,CODE,프로페논정300mg,291,119892,0,0,0,0,0,0,291,119892
2026-02,PRUCALO,CODE,프루칼로정2mg,306.5,404580,0,0,208,274560,0,0,98.5,130020
2026-02,,NOCODE,프레탈정100mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,프로나드정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,FLG10,CODE,플로가정10mg,1257,494001,0,0,28.5,11200.5,0,0,1228.5,482800.5
2026-02,,NOCODE,프로베라정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,FNF,CODE,피나스테아정5mg,366,227652,0,0,140,87080,0,0,226,140572
2026-02,PMSRSPRD05,CODE,피엠에스리스페리돈정0.5mg,1638,307944,0,0,210,39480,0,0,1428,268464
2026-02,PMSPRBL3,CODE,피엠에스프레가발린캡슐300mg,133,115045,0,0,0,0,0,0,133,115045
2026-02,PRVT,CODE,프로베정,0,0,0,0,0,0,0,0,0,0
2026-02,PKMEZ,CODE,피케이멜즈정,582,60528,0,0,0,0,0,0,582,60528
2026-02,PTST2,CODE,피타스틴정2밀리그램,300,152100,300,152100,0,0,0,0,600,304200
2026-02,,NOCODE,프리비투스현탁액,0,0,0,0,0,0,0,0,0,0
2026-02,HINC,CODE,하이네콜정,2000,328000,0,0,0,0,0,0,2000,328000
2026-02,,NOCODE,프리솔론정,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,플루테칸정150mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,피오딘정,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,하이그로톤정25mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,하이도네정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,HYDN5,CODE,하이도네정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,HMAMGT,CODE,한미알마게이트정,828,24840,0,0,11,330,0,0,817,24510
2026-02,HMTSOD,CODE,한미탐스오디정0.2mg,1724,1068880,570,353400,783,485460,0,0,1511,936820
2026-02,,NOCODE,하이라제정/사용저조로 인해 폐기,0,0,0,0,0,0,0,0,0,0
2026-02,SPRD5,CODE,한올세프라딘수화물캡슐500mg,392,76048,0,0,0,0,0,0,392,76048
2026-02,HALOXIN100,CODE,할록신정100mg,33,5808,0,0,0,0,0,0,33,5808
2026-02,HLX200,CODE,할록신정200mg,434.5,106887,0,0,0,0,0,0,434.5,106887
2026-02,HRB,CODE,헤르벤서방정90mg,1059.5,193888.5,100,18300,59,10797,0,0,1100.5,201391.5
2026-02,HRB30,CODE,헤르벤정30mg,422.5,29575,0,0,14,980,0,0,408.5,28595
2026-02,HIST,CODE,하이스탈정,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,하이페질정10mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,하이페질정5mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,한미펠로디핀지속정5mg/사용량저조폐기,0,0,0,0,0,0,0,0,0,0
2026-02,TNM25,CODE,현대테놀민정25mg,995,93530,0,0,0,0,0,0,995,93530
2026-02,TNM5,CODE,현대테놀민정50mg,523,73220,0,0,0,0,0,0,523,73220
2026-02,PRGBL25,CODE,현대프레가발린정25mg,891.5,156012.5,0,0,68,11900,0,0,823.5,144112.5
2026-02,GLDC,CODE,환인그란닥신정50mg,21,1470,0,0,0,0,0,0,21,1470
2026-02,,NOCODE,현대발사르탄정160mg,0,0,0,0,0,0,0,0,0,0
2026-02,WIACPRST,CODE,환인아캄프로세이트정,768,102144,0,0,162,21546,0,0,606,80598
2026-02,,NOCODE,현대발사르탄정80mg,0,0,0,0,0,0,0,0,0,0
2026-02,HDTON,CODE,환인히단토인정100mg,555.75,22785.75,0,0,18.75,768.75,0,0,537,22017
2026-02,FLSN,CODE,후라시닐정,321,23433,0,0,0,0,0,0,321,23433
2026-02,,NOCODE,현대클로피도그렐정75mg,0,0,0,0,0,0,0,0,0,0
2026-02,FERRUMKID,CODE,훼럼키드액,200,34600,0,0,0,0,0,0,200,34600
2026-02,FRB-U,CODE,훼로바유서방정,906,84258,0,0,333,30969,0,0,573,53289
2026-02,SHDTSLSHCP,CODE,현대탐스로신염삼염캡슐,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,환인벤즈트로핀정1mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,환인염산이미프라민염산염25mg,0,0,0,0,0,0,0,0,0,0
2026-02,,NOCODE,후루덱스서방정,0,0,0,0,0,0,0,0,0,0
2026-02,COUCHSY2,CODE,코푸시럽(20mL),108,21384,0,0,0,0,0,108,0,0
2026-02,5DSS5,CODE,대한5%포도당가생리식염액 500ml/백,19,25555,20,26900,35,47075,0,0,4,5380
2026-02,7DSKNA,CODE,대한5%포도당가칼륨나트륨주3호 500mL/백,52,58084,20,22340,37,41329,0,0,35,39095
2026-02,50%DW100,CODE,대한50%포도당주_(50g/100mL/병(PP)),13,17251,0,0,0,0,0,0,13,17251
2026-02,7NS1,CODE,대한멸균생리식염수1000ml(백),24,38280,20,31900,23,36685,0,0,21,33495
2026-02,NSS5,CODE,대한멸균생리식염수500ml(백),53,68900,180,234000,177,230100,0,0,56,72800
2026-02,7DW1000,CODE,대한멸균증류수1000ml/백(주사용수),10,14610,0,0,0,0,0,0,10,14610
2026-02,10DWN5,CODE,대한포도당주사액(10%)500ml,23,32913,0,0,1,1431,0,0,22,31482
2026-02,20DW20,CODE,대한포도당주사액(20%)20ml (pp),47,13207,0,0,0,0,0,0,47,13207
2026-02,5D/W10,CODE,대한포도당주사액(5%)1000ml,12,19428,0,0,0,0,0,0,12,19428
2026-02,5DW500,CODE,대한포도당주사액(5%)500ml,23,31855,20,27700,4,5540,0,0,39,54015
